topic,week_start,negative,neutral,positive,total_count,positive_ratio,negative_ratio,neutral_ratio,sentiment_score,score_diff,negative_ratio_diff,rolling_score_mean,rolling_volume_mean,rolling_score_diff,is_drift,drift_type
vinfast_vf3,2025-12-15,3,8,5,16,0.3125,0.1875,0.5,0.125,0.163461538,-0.081730769,-0.188400488,76,0.313400488,FALSE,not_enough_volume
vinfast_vf3,2025-12-22,6,6,1,13,0.076923077,0.461538462,0.461538462,-0.384615385,-0.509615385,0.274038462,-0.051495726,79,-0.333119658,FALSE,not_enough_volume
vinfast_vf3,2025-12-29,5,7,2,14,0.142857143,0.357142857,0.5,-0.214285714,0.17032967,-0.104395604,-0.099358974,18.33333333,-0.11492674,FALSE,not_enough_volume
vinfast_vf3,2026-01-05,4,3,6,13,0.461538462,0.307692308,0.230769231,0.153846154,0.368131868,-0.049450549,-0.157967033,14.33333333,0.311813187,FALSE,not_enough_volume
vinfast_vf3,2026-01-12,4,11,5,20,0.25,0.2,0.55,0.05,-0.103846154,-0.107692308,-0.148351648,13.33333333,0.198351648,FALSE,not_enough_volume
vinfast_vf3,2026-01-19,2,6,0,8,0,0.25,0.75,-0.25,-0.3,0.05,-0.003479853,15.66666667,-0.246520147,FALSE,not_enough_volume
vinfast_vf3,2026-01-26,1,3,2,6,0.333333333,0.166666667,0.5,0.166666667,0.416666667,-0.083333333,-0.015384615,13.66666667,0.182051282,FALSE,not_enough_volume
vinfast_vf3,2026-02-02,2,3,1,6,0.166666667,0.333333333,0.5,-0.166666667,-0.333333333,0.166666667,-0.011111111,11.33333333,-0.155555556,FALSE,not_enough_volume
vinfast_vf3,2026-02-09,3,0,1,4,0.25,0.75,0,-0.5,-0.333333333,0.416666667,-0.083333333,6.666666667,-0.416666667,FALSE,not_enough_volume
vinfast_vf3,2026-02-16,0,1,0,1,0,0,1,0,0.5,-0.75,-0.166666667,5.333333333,0.166666667,FALSE,not_enough_volume
vinfast_vf3,2026-02-23,0,3,3,6,0.5,0,0.5,0.5,0.5,0,-0.222222222,3.666666667,0.722222222,FALSE,not_enough_volume
vinfast_vf3,2026-03-02,2,4,2,8,0.25,0.25,0.5,0,-0.5,0.25,0,3.666666667,0,FALSE,not_enough_volume
vinfast_vf3,2026-03-09,1,4,1,6,0.166666667,0.166666667,0.666666667,0,0,-0.083333333,0.166666667,5,-0.166666667,FALSE,not_enough_volume
vinfast_vf3,2026-03-16,6,7,6,19,0.315789474,0.315789474,0.368421053,0,0,0.149122807,0.166666667,6.666666667,-0.166666667,FALSE,not_enough_volume
vinfast_vf3,2026-03-23,5,6,0,11,0,0.454545455,0.545454545,-0.454545455,-0.454545455,0.138755981,0,11,-0.454545455,FALSE,not_enough_volume
vinfast_vf3,2026-03-30,9,11,4,24,0.166666667,0.375,0.458333333,-0.208333333,0.246212121,-0.079545455,-0.151515152,12,-0.056818182,FALSE,not_enough_volume
vinfast_vf3,2026-04-06,3,4,0,7,0,0.428571429,0.571428571,-0.428571429,-0.220238095,0.053571429,-0.220959596,18,-0.207611833,FALSE,not_enough_volume
vinfast_vf3,2026-04-13,2,2,1,5,0.2,0.4,0.4,-0.2,0.228571429,-0.028571429,-0.363816739,14,0.163816739,FALSE,not_enough_volume
vinfast_vf3,2026-04-20,0,1,0,1,0,0,1,0,0.2,-0.4,-0.278968254,12,0.278968254,FALSE,not_enough_volume
vinfast_vf3,2026-04-27,18,38,11,67,0.164179104,0.268656716,0.567164179,-0.104477612,-0.104477612,0.268656716,-0.20952381,4.333333333,0.105046198,TRUE,"negative_burst, volume_spike"
vinfast_vf3,2026-05-04,7,12,6,25,0.24,0.28,0.48,-0.04,0.064477612,0.011343284,-0.101492537,24.33333333,0.061492537,FALSE,not_enough_volume
vinfast_vf3,2026-05-11,5,8,2,15,0.133333333,0.333333333,0.533333333,-0.2,-0.16,0.053333333,-0.048159204,31,-0.151840796,FALSE,not_enough_volume
vinfast_vf3,2026-05-18,0,0,1,1,1,0,0,1,1.2,-0.333333333,-0.114825871,35.66666667,1.114825871,FALSE,not_enough_volume
